Initials	Item Name	Rarity	Min Ups	Max Ups	Min Base	Max Base	Class	Health	Max Potential	Min Potential	Lowest Health	Highest Health	Unrounded Min Upgrades	Unrounded Max Upgrades	Average Ups	Average Base	Unrounded Min Base	Unrounded Max Base
UW	Sapphire Greatstaff		779	861	10640	11760	Mage		20370	18430	0	0	779	861	820	11200	10640	11760
UW	Blacksteel Greatsword		741	819	10260	11340	War		19530	17670	0	0	741	819	780	10800	10260	11340
UW	Blacksteel Greatsword		779	861	11210	12390	War		21000	19000	0	0	779	861	820	11800	11210	12390
UW	Blacksteel Greatsword		817	903	12160	13440	War		22470	20330	0	0	817	903	860	12800	12160	13440
UW	Blacksteel Greatsword		855	945	13110	14490	War		23940	21660	0	0	855	945	900	13800	13110	14490
UW	Luminous Greatstaff		741	819	10260	11340	Mage		19530	17670	0	0	741	819	780	10800	10260	11340
UW	Luminous Greatstaff		779	861	11210	12390	Mage		21000	19000	0	0	779	861	820	11800	11210	12390
UW	Luminous Greatstaff		817	903	12160	13440	Mage		22470	20330	0	0	817	903	860	12800	12160	13440
UW	Luminous Greatstaff		855	945	13110	14490	Mage		23940	21660	0	0	855	945	900	13800	13110	14490
UW	Dual Flatblade Slicers		817	903	12160	13440	War		22470	20330	0	0	817	903	860	12800	12160	13440
UW	Dual Flatblade Slicers		855	945	13110	14490	War		23940	21660	0	0	855	945	900	13800	13110	14490
UW	Dual Flatblade Slicers		893	987	14060	15540	War		25410	22990	0	0	893	987	940	14800	14060	15540
UW	Dual Flatblade Slicers		931	1029	15010	16590	War		26880	24320	0	0	931	1029	980	15800	15010	16590
UW	Hope's Triumph		817	903	12160	13440	Mage		22470	20330	0	0	817	903	860	12800	12160	13440
UW	Hope's Triumph		855	945	13110	14490	Mage		23940	21660	0	0	855	945	900	13800	13110	14490
UW	Hope's Triumph		893	987	14060	15540	Mage		25410	22990	0	0	893	987	940	14800	14060	15540
UW	Hope's Triumph		931	1029	15010	16590	Mage		26880	24320	0	0	931	1029	980	15800	15010	16590
UW	Royal Crimson Greatsword		893	987	14060	15540	War		25410	22990	0	0	893	987	940	14800	14060	15540
UW	Royal Crimson Greatsword		931	1029	15010	16590	War		26880	24320	0	0	931	1029	980	15800	15010	16590
UW	Royal Crimson Greatsword		969	1071	15960	17640	War		28350	25650	0	0	969	1071	1020	16800	15960	17640
UW	Royal Crimson Greatsword		1007	1113	16910	18690	War		29820	26980	0	0	1007	1113	1060	17800	16910	18690
UW	Dragon's Claw Scythe		893	987	14060	15540	Mage		25410	22990	0	0	893	987	940	14800	14060	15540
UW	Dragon's Claw Scythe		931	1029	15010	16590	Mage		26880	24320	0	0	931	1029	980	15800	15010	16590
UW	Dragon's Claw Scythe		969	1071	15960	17640	Mage		28350	25650	0	0	969	1071	1020	16800	15960	17640
UW	Dragon's Claw Scythe		1007	1113	16910	18690	Mage		29820	26980	0	0	1007	1113	1060	17800	16910	18690
UW	Dual Ancient Daggers		969	1071	15960	17640	War		28350	25650	0	0	969	1071	1020	16800	15960	17640
UW	Dual Ancient Daggers		997	1103	16435	18165	War		29195	26405	0	0	997.5	1102.5	1050	17300	16435	18165
UW	Dual Ancient Daggers		1026	1134	16910	18690	War		30030	27170	0	0	1026	1134	1080	17800	16910	18690
UW	Dual Ancient Daggers		1054	1166	17385	19215	War		30875	27925	0	0	1054.5	1165.5	1110	18300	17385	19215
UW	Timelost Spellblade		969	1071	15960	17640	Mage		28350	25650	0	0	969	1071	1020	16800	15960	17640
UW	Timelost Spellblade		997	1103	16435	18165	Mage		29195	26405	0	0	997.5	1102.5	1050	17300	16435	18165
UW	Timelost Spellblade		1026	1134	16910	18690	Mage		30030	27170	0	0	1026	1134	1080	17800	16910	18690
UW	Timelost Spellblade		1054	1166	17385	19215	Mage		30875	27925	0	0	1054.5	1165.5	1110	18300	17385	19215
UW	Timelost Greatsword		1007	1113	16625	18375	War		29505	26695	0	0	1007	1113	1060	17500	16625	18375
UW	Timelost Greatsword		1035	1145	17100	18900	War		30350	27450	0	0	1035.5	1144.5	1090	18000	17100	18900
UW	Timelost Greatsword		1064	1176	17575	19425	War		31185	28215	0	0	1064	1176	1120	18500	17575	19425
UW	Timelost Greatsword		1092	1208	18050	19950	War		32030	28970	0	0	1092.5	1207.5	1150	19000	18050	19950
UW	Dual Arcane Daggers		1007	1113	16625	18375	Mage		29505	26695	0	0	1007	1113	1060	17500	16625	18375
UW	Dual Arcane Daggers		1035	1145	17100	18900	Mage		30350	27450	0	0	1035.5	1144.5	1090	18000	17100	18900
UW	Dual Arcane Daggers		1064	1176	17575	19425	Mage		31185	28215	0	0	1064	1176	1120	18500	17575	19425
UW	Dual Arcane Daggers		1092	1208	18050	19950	Mage		32030	28970	0	0	1092.5	1207.5	1150	19000	18050	19950
UW	Timelost Warhammer		1054	1166	17385	19215	War		30875	27925	0	0	1054.5	1165.5	1110	18300	17385	19215
UW	Timelost Warhammer		1083	1197	17955	19845	War		31815	28785	0	0	1083	1197	1140	18900	17955	19845
UW	Timelost Warhammer		1111	1229	18525	20475	War		32765	29635	0	0	1111.5	1228.5	1170	19500	18525	20475
UW	Timelost Warhammer		1140	1260	19095	21105	War		33705	30495	0	0	1140	1260	1200	20100	19095	21105
UW	Vampiric Greatstaff		1054	1166	17385	19215	Mage		30875	27925	0	0	1054.5	1165.5	1110	18300	17385	19215
UW	Vampiric Greatstaff		1083	1197	17955	19845	Mage		31815	28785	0	0	1083	1197	1140	18900	17955	19845
UW	Vampiric Greatstaff		1111	1229	18525	20475	Mage		32765	29635	0	0	1111.5	1228.5	1170	19500	18525	20475
UW	Vampiric Greatstaff		1140	1260	19095	21105	Mage		33705	30495	0	0	1140	1260	1200	20100	19095	21105
UW	Nature Scythe		1092	1208	18050	19950	War		32030	28970	0	0	1092.5	1207.5	1150	19000	18050	19950
UW	Nature Scythe		1121	1239	18715	20685	War		33075	29925	0	0	1121	1239	1180	19700	18715	20685
UW	Nature Scythe		1149	1271	19380	21420	War		34130	30870	0	0	1149.5	1270.5	1210	20400	19380	21420
UW	Nature Scythe		1178	1302	20045	22155	War		35175	31825	0	0	1178	1302	1240	21100	20045	22155
UW	Ancient Elder Staff		1092	1208	18050	19950	Mage		32030	28970	0	0	1092.5	1207.5	1150	19000	18050	19950
UW	Ancient Elder Staff		1121	1239	18715	20685	Mage		33075	29925	0	0	1121	1239	1180	19700	18715	20685
UW	Ancient Elder Staff		1149	1271	19380	21420	Mage		34130	30870	0	0	1149.5	1270.5	1210	20400	19380	21420
UW	Ancient Elder Staff		1178	1302	20045	22155	Mage		35175	31825	0	0	1178	1302	1240	21100	20045	22155
UW	Enchanted Demon Greataxe		1130	1250	18810	20790	War		33290	30110	0	0	1130.5	1249.5	1190	19800	18810	20790
UW	Enchanted Demon Greataxe		1159	1281	19475	21525	War		34335	31065	0	0	1159	1281	1220	20500	19475	21525
UW	Enchanted Demon Greataxe		1187	1313	20140	22260	War		35390	32010	0	0	1187.5	1312.5	1250	21200	20140	22260
UW	Enchanted Demon Greataxe		1216	1344	20805	22995	War		36435	32965	0	0	1216	1344	1280	21900	20805	22995
UW	Demon Lord's Greatstaff		1130	1250	18810	20790	Mage		33290	30110	0	0	1130.5	1249.5	1190	19800	18810	20790
UW	Demon Lord's Greatstaff		1159	1281	19475	21525	Mage		34335	31065	0	0	1159	1281	1220	20500	19475	21525
UW	Demon Lord's Greatstaff		1187	1313	20140	22260	Mage		35390	32010	0	0	1187.5	1312.5	1250	21200	20140	22260
UW	Demon Lord's Greatstaff		1216	1344	20805	22995	Mage		36435	32965	0	0	1216	1344	1280	21900	20805	22995
UW	Tribal		270	300	855	945	DPS Armor	6800	3945	3555	6460	7140	270.75	299.25	285	900	855	945
UW	Tribal		294	326	950	1050	DPS Armor	7700	4310	3890	7315	8085	294.5	325.5	310	1000	950	1050
UW	Tribal		318	352	1045	1155	DPS Armor	8600	4675	4225	8170	9030	318.25	351.75	335	1100	1045	1155
UW	Tribal		332	368	1140	1260	DPS Armor	9500	4940	4460	9025	9975	332.5	367.5	350	1200	1140	1260
UW	Reinforced Guardian		270	300	15000	6510	Guardian		9510	17700	0	0	270.75	299.25	285	6200	15000	6510
UW	Reinforced Guardian		294	326	17000	7245	Guardian		10505	19940	0	0	294.5	325.5	310	6900	17000	7245
UW	Reinforced Guardian		318	352	19000	7980	Guardian		11500	22180	0	0	318.25	351.75	335	7600	19000	7980
UW	Reinforced Guardian		332	368	21000	8715	Guardian		12395	24320	0	0	332.5	367.5	350	8300	21000	8715
UW	Timelost		342	378	1140	1260	DPS Armor	9500	5040	4560	9025	9975	342	378	360	1200	1140	1260
UW	Timelost		361	399	1235	1365	DPS Armor	10500	5355	4845	9975	11025	361	399	380	1300	1235	1365
UW	Timelost		380	420	1330	1470	DPS Armor	11500	5670	5130	10925	12075	380	420	400	1400	1330	1470
UW	Timelost		399	441	1425	1575	DPS Armor	12500	5985	5415	11875	13125	399	441	420	1500	1425	1575
UW	Timelost Guardian		342	378	19000	21000	Guardian		24780	22420	0	0	342	378	360	20000	19000	21000
UW	Timelost Guardian		361	399	21375	23625	Guardian		27615	24985	0	0	361	399	380	22500	21375	23625
UW	Timelost Guardian		380	420	23750	26250	Guardian		30450	27550	0	0	380	420	400	25000	23750	26250
UW	Timelost Guardian		399	441	26125	28875	Guardian		33285	30115	0	0	399	441	420	27500	26125	28875
UW	Glorious		380	420	1330	1470	DPS Armor	4500	5670	5130	4275	4725	380	420	400	1400	1330	1470
UW	Glorious		399	441	1425	1575	DPS Armor	4800	5985	5415	4560	5040	399	441	420	1500	1425	1575
UW	Glorious		418	462	1520	1680	DPS Armor	5200	6300	5700	4940	5460	418	462	440	1600	1520	1680
UW	Glorious		437	483	1615	1785	DPS Armor	5600	6615	5985	5320	5880	437	483	460	1700	1615	1785
UW	Glorious Guardian		380	420	25175	27825	Guardian		32025	28975	0	0	380	420	400	26500	25175	27825
UW	Glorious Guardian		399	441	27075	29925	Guardian		34335	31065	0	0	399	441	420	28500	27075	29925
UW	Glorious Guardian		418	462	28975	32025	Guardian		36645	33155	0	0	418	462	440	30500	28975	32025
UW	Glorious Guardian		437	483	30875	34125	Guardian		38955	35245	0	0	437	483	460	32500	30875	34125
UW	Dual Phoenix Daggers		1330	1470	22800	25200	War Legend		39900	36100	0	0	1330	1470	1400	24000	22800	25200
UW	Phoenix Greatstaff		1330	1470	22800	25200	Mage Legend		39900	36100	0	0	1330	1470	1400	24000	22800	25200
SP	Bone Scythe		1140	1260	18525	20475	War		33075	29925	0	0	1140	1260	1200	19500	18525	20475
SP	Bone Scythe		1178	1302	19475	21525	War		34545	31255	0	0	1178	1302	1240	20500	19475	21525
SP	Bone Scythe		1216	1344	20425	22575	War		36015	32585	0	0	1216	1344	1280	21500	20425	22575
SP	Bone Scythe		1254	1386	21375	23625	War		37485	33915	0	0	1254	1386	1320	22500	21375	23625
SP	Staff Of Heat		1140	1260	18525	20475	Mage		33075	29925	0	0	1140	1260	1200	19500	18525	20475
SP	Staff Of Heat		1178	1302	19475	21525	Mage		34545	31255	0	0	1178	1302	1240	20500	19475	21525
SP	Staff Of Heat		1216	1344	20425	22575	Mage		36015	32585	0	0	1216	1344	1280	21500	20425	22575
SP	Staff Of Heat		1254	1386	21375	23625	Mage		37485	33915	0	0	1254	1386	1320	22500	21375	23625
SP	Royal Katana		1216	1344	20425	22575	War		36015	32585	0	0	1216	1344	1280	21500	20425	22575
SP	Royal Katana		1263	1397	21850	24150	War		38120	34480	0	0	1263.5	1396.5	1330	23000	21850	24150
SP	Royal Katana		1311	1449	23275	25725	War		40215	36385	0	0	1311	1449	1380	24500	23275	25725
SP	Royal Katana		1358	1502	24700	27300	War		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Industrial Spellscythe		1216	1344	20425	22575	Mage		36015	32585	0	0	1216	1344	1280	21500	20425	22575
SP	Industrial Spellscythe		1263	1397	21850	24150	Mage		38120	34480	0	0	1263.5	1396.5	1330	23000	21850	24150
SP	Industrial Spellscythe		1311	1449	23275	25725	Mage		40215	36385	0	0	1311	1449	1380	24500	23275	25725
SP	Industrial Spellscythe		1358	1502	24700	27300	Mage		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Honorable Greatsword		1301	1439	22800	25200	War		39590	35810	0	0	1301.5	1438.5	1370	24000	22800	25200
SP	Honorable Greatsword		1358	1502	24700	27300	War		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Honorable Greatsword		1415	1565	26600	29400	War		45050	40750	0	0	1415.5	1564.5	1490	28000	26600	29400
SP	Honorable Greatsword		1472	1628	28500	31500	War		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Sapphire Spellspear		1301	1439	22800	25200	Mage		39590	35810	0	0	1301.5	1438.5	1370	24000	22800	25200
SP	Sapphire Spellspear		1358	1502	24700	27300	Mage		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Sapphire Spellspear		1415	1565	26600	29400	Mage		45050	40750	0	0	1415.5	1564.5	1490	28000	26600	29400
SP	Sapphire Spellspear		1472	1628	28500	31500	Mage		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Dual Infernal Daggers		1377	1523	25650	28350	War		43580	39420	0	0	1377.5	1522.5	1450	27000	25650	28350
SP	Dual Infernal Daggers		1434	1586	27550	30450	War		46310	41890	0	0	1434.5	1585.5	1510	29000	27550	30450
SP	Dual Infernal Daggers		1491	1649	29450	32550	War		49040	44360	0	0	1491.5	1648.5	1570	31000	29450	32550
SP	Dual Infernal Daggers		1548	1712	31350	34650	War		51770	46830	0	0	1548.5	1711.5	1630	33000	31350	34650
SP	Amethyst Spelldagger		1377	1523	25650	28350	Mage		43580	39420	0	0	1377.5	1522.5	1450	27000	25650	28350
SP	Amethyst Spelldagger		1434	1586	27550	30450	Mage		46310	41890	0	0	1434.5	1585.5	1510	29000	27550	30450
SP	Amethyst Spelldagger		1491	1649	29450	32550	Mage		49040	44360	0	0	1491.5	1648.5	1570	31000	29450	32550
SP	Amethyst Spelldagger		1548	1712	31350	34650	Mage		51770	46830	0	0	1548.5	1711.5	1630	33000	31350	34650
SP	Dual Samurai Stars		1358	1502	24700	27300	War		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Dual Samurai Stars		1415	1565	26600	29400	War		45050	40750	0	0	1415.5	1564.5	1490	28000	26600	29400
SP	Dual Samurai Stars		1472	1628	28500	31500	War		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Dual Samurai Stars		1529	1691	30400	33600	War		50510	45690	0	0	1529.5	1690.5	1610	32000	30400	33600
SP	Violet Spellblade		1358	1502	24700	27300	Mage		42320	38280	0	0	1358.5	1501.5	1430	26000	24700	27300
SP	Violet Spellblade		1415	1565	26600	29400	Mage		45050	40750	0	0	1415.5	1564.5	1490	28000	26600	29400
SP	Violet Spellblade		1472	1628	28500	31500	Mage		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Violet Spellblade		1529	1691	30400	33600	Mage		50510	45690	0	0	1529.5	1690.5	1610	32000	30400	33600
SP	Dual Samurai Sickles		1472	1628	28500	31500	War		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Dual Samurai Sickles		1529	1691	30875	34125	War		51035	46165	0	0	1529.5	1690.5	1610	32500	30875	34125
SP	Dual Samurai Sickles		1586	1754	33250	36750	War		54290	49110	0	0	1586.5	1753.5	1670	35000	33250	36750
SP	Dual Samurai Sickles		1643	1817	35625	39375	War		57545	52055	0	0	1643.5	1816.5	1730	37500	35625	39375
SP	Amethyst Crescent Spellblade		1472	1628	28500	31500	Mage		47780	43220	0	0	1472.5	1627.5	1550	30000	28500	31500
SP	Amethyst Crescent Spellblade		1529	1691	30875	34125	Mage		51035	46165	0	0	1529.5	1690.5	1610	32500	30875	34125
SP	Amethyst Crescent Spellblade		1586	1754	33250	36750	Mage		54290	49110	0	0	1586.5	1753.5	1670	35000	33250	36750
SP	Amethyst Crescent Spellblade		1643	1817	35625	39375	Mage		57545	52055	0	0	1643.5	1816.5	1730	37500	35625	39375
SP	Crimson Kris		1567	1733	32300	35700	War		53030	47970	0	0	1567.5	1732.5	1650	34000	32300	35700
SP	Crimson Kris		1624	1796	34675	38325	War		56285	50915	0	0	1624.5	1795.5	1710	36500	34675	38325
SP	Crimson Kris		1681	1859	37050	40950	War		59540	53860	0	0	1681.5	1858.5	1770	39000	37050	40950
SP	Crimson Kris		1738	1922	39425	43575	War		62795	56805	0	0	1738.5	1921.5	1830	41500	39425	43575
SP	Jade Spelldagger		1567	1733	32300	35700	Mage		53030	47970	0	0	1567.5	1732.5	1650	34000	32300	35700
SP	Jade Spelldagger		1624	1796	34675	38325	Mage		56285	50915	0	0	1624.5	1795.5	1710	36500	34675	38325
SP	Jade Spelldagger		1681	1859	37050	40950	Mage		59540	53860	0	0	1681.5	1858.5	1770	39000	37050	40950
SP	Jade Spelldagger		1738	1922	39425	43575	Mage		62795	56805	0	0	1738.5	1921.5	1830	41500	39425	43575
SP	Toxic Warspear		1653	1827	36100	39900	War		58170	52630	0	0	1653	1827	1740	38000	36100	39900
SP	Toxic Warspear		1710	1890	38950	43050	War		61950	56050	0	0	1710	1890	1800	41000	38950	43050
SP	Toxic Warspear		1767	1953	41800	46200	War		65730	59470	0	0	1767	1953	1860	44000	41800	46200
SP	Toxic Warspear		1824	2016	44650	49350	War		69510	62890	0	0	1824	2016	1920	47000	44650	49350
SP	Pink Pearl Spellscythe		1653	1827	36100	39900	Mage		58170	52630	0	0	1653	1827	1740	38000	36100	39900
SP	Pink Pearl Spellscythe		1710	1890	38950	43050	Mage		61950	56050	0	0	1710	1890	1800	41000	38950	43050
SP	Pink Pearl Spellscythe		1767	1953	41800	46200	Mage		65730	59470	0	0	1767	1953	1860	44000	41800	46200
SP	Pink Pearl Spellscythe		1824	2016	44650	49350	Mage		69510	62890	0	0	1824	2016	1920	47000	44650	49350
SP	Ruby Greatsword		1738	1922	40375	44625	War		63845	57755	0	0	1738.5	1921.5	1830	42500	40375	44625
SP	Ruby Greatsword		1795	1985	43225	47775	War		67625	61175	0	0	1795.5	1984.5	1890	45500	43225	47775
SP	Ruby Greatsword		1852	2048	46075	50925	War		71405	64595	0	0	1852.5	2047.5	1950	48500	46075	50925
SP	Ruby Greatsword		1909	2111	48925	54075	War		75185	68015	0	0	1909.5	2110.5	2010	51500	48925	54075
SP	Dual Elegant Fans		1738	1922	40375	44625	Mage		63845	57755	0	0	1738.5	1921.5	1830	42500	40375	44625
SP	Dual Elegant Fans		1795	1985	43225	47775	Mage		67625	61175	0	0	1795.5	1984.5	1890	45500	43225	47775
SP	Dual Elegant Fans		1852	2048	46075	50925	Mage		71405	64595	0	0	1852.5	2047.5	1950	48500	46075	50925
SP	Dual Elegant Fans		1909	2111	48925	54075	Mage		75185	68015	0	0	1909.5	2110.5	2010	51500	48925	54075
SP	Samurai		427	473	1567	1733	DPS Armor	16000	6463	5837	15200	16800	427.5	472.5	450	1650	1567.5	1732.5
SP	Samurai		465	515	1805	1995	DPS Armor	18000	7145	6455	17100	18900	465.5	514.5	490	1900	1805	1995
SP	Samurai		503	557	2042	2258	DPS Armor	20000	7828	7072	19000	21000	503.5	556.5	530	2150	2042.5	2257.5
SP	Samurai		541	599	2280	2520	DPS Armor	22000	8510	7690	20900	23100	541.5	598.5	570	2400	2280	2520
SP	Samurai Guardian		427	473	28500	31500	Guardian		36230	32770	0	0	427.5	472.5	450	30000	28500	31500
SP	Samurai Guardian		465	515	32300	35700	Guardian		40850	36950	0	0	465.5	514.5	490	34000	32300	35700
SP	Samurai Guardian		503	557	36100	39900	Guardian		45470	41130	0	0	503.5	556.5	530	38000	36100	39900
SP	Samurai Guardian		541	599	39900	44100	Guardian		50090	45310	0	0	541.5	598.5	570	42000	39900	44100
SP	Infernal		541	599	2280	2520	DPS Armor	23000	8510	7690	21850	24150	541.5	598.5	570	2400	2280	2520
SP	Infernal		579	641	2565	2835	DPS Armor	26000	9245	8355	24700	27300	579.5	640.5	610	2700	2565	2835
SP	Infernal		617	683	2850	3150	DPS Armor	29000	9980	9020	27550	30450	617.5	682.5	650	3000	2850	3150
SP	Infernal		655	725	3135	3465	DPS Armor	32000	10715	9685	30400	33600	655.5	724.5	690	3300	3135	3465
SP	Infernal Guardian		541	599	39900	44100	Guardian		50090	45310	0	0	541.5	598.5	570	42000	39900	44100
SP	Infernal Guardian		579	641	44650	49350	Guardian		55760	50440	0	0	579.5	640.5	610	47000	44650	49350
SP	Infernal Guardian		617	683	49400	54600	Guardian		61430	55570	0	0	617.5	682.5	650	52000	49400	54600
SP	Infernal Guardian		655	725	54150	59850	Guardian		67100	60700	0	0	655.5	724.5	690	57000	54150	59850
SP	Ancestral		617	683	2850	3150	DPS Armor	32000	9980	9020	30400	33600	617.5	682.5	650	3000	2850	3150
SP	Ancestral		655	725	3135	3465	DPS Armor	35000	10715	9685	33250	36750	655.5	724.5	690	3300	3135	3465
SP	Ancestral		693	767	3420	3780	DPS Armor	38000	11450	10350	36100	39900	693.5	766.5	730	3600	3420	3780
SP	Ancestral		731	809	3705	4095	DPS Armor	41000	12185	11015	38950	43050	731.5	808.5	770	3900	3705	4095
SP	Ancestral Guardian		617	683	51300	56700	Guardian		63530	57470	0	0	617.5	682.5	650	54000	51300	56700
SP	Ancestral Guardian		655	725	56050	61950	Guardian		69200	62600	0	0	655.5	724.5	690	59000	56050	61950
SP	Ancestral Guardian		693	767	61750	68250	Guardian		75920	68680	0	0	693.5	766.5	730	65000	61750	68250
SP	Ancestral Guardian		731	809	67450	74550	Guardian		82640	74760	0	0	731.5	808.5	770	71000	67450	74550
SP	Sakura Katana		2137	2363	53200	58800	War Legend		82430	74570	0	0	2137.5	2362.5	2250	56000	53200	58800
SP	Sakura Greatstaff		2137	2363	53200	58800	Mage Legend		82430	74570	0	0	2137.5	2362.5	2250	56000	53200	58800
TC	Stone Scythe		1786	1974	42750	47250	War		66990	60610	0	0	1786	1974	1880	45000	42750	47250
TC	Stone Scythe		1843	2037	45600	50400	War		70770	64030	0	0	1843	2037	1940	48000	45600	50400
TC	Stone Scythe		1900	2100	48450	53550	War		74550	67450	0	0	1900	2100	2000	51000	48450	53550
TC	Stone Scythe		1957	2163	51300	56700	War		78330	70870	0	0	1957	2163	2060	54000	51300	56700
TC	Sapphire Stone Wand		1786	1974	42750	47250	Mage		66990	60610	0	0	1786	1974	1880	45000	42750	47250
TC	Sapphire Stone Wand		1843	2037	45600	50400	Mage		70770	64030	0	0	1843	2037	1940	48000	45600	50400
TC	Sapphire Stone Wand		1900	2100	48450	53550	Mage		74550	67450	0	0	1900	2100	2000	51000	48450	53550
TC	Sapphire Stone Wand		1957	2163	51300	56700	Mage		78330	70870	0	0	1957	2163	2060	54000	51300	56700
TC	Dual Crimson Daggers		1881	2079	47500	52500	War		73290	66310	0	0	1881	2079	1980	50000	47500	52500
TC	Dual Crimson Daggers		1947	2153	51300	56700	War		78230	70770	0	0	1947.5	2152.5	2050	54000	51300	56700
TC	Dual Crimson Daggers		2014	2226	55100	60900	War		83160	75240	0	0	2014	2226	2120	58000	55100	60900
TC	Dual Crimson Daggers		2080	2300	58900	65100	War		88100	79700	0	0	2080.5	2299.5	2190	62000	58900	65100
TC	Runic Pike		1881	2079	47500	52500	Mage		73290	66310	0	0	1881	2079	1980	50000	47500	52500
TC	Runic Pike		1947	2153	51300	56700	Mage		78230	70770	0	0	1947.5	2152.5	2050	54000	51300	56700
TC	Runic Pike		2014	2226	55100	60900	Mage		83160	75240	0	0	2014	2226	2120	58000	55100	60900
TC	Runic Pike		2080	2300	58900	65100	Mage		88100	79700	0	0	2080.5	2299.5	2190	62000	58900	65100
TC	Dual Razor Slicers		1995	2205	53200	58800	War		80850	73150	0	0	1995	2205	2100	56000	53200	58800
TC	Dual Razor Slicers		2071	2289	57000	63000	War		85890	77710	0	0	2071	2289	2180	60000	57000	63000
TC	Dual Razor Slicers		2147	2373	60800	67200	War		90930	82270	0	0	2147	2373	2260	64000	60800	67200
TC	Dual Razor Slicers		2223	2457	64600	71400	War		95970	86830	0	0	2223	2457	2340	68000	64600	71400
TC	Elementalist Staff		1995	2205	53200	58800	Mage		80850	73150	0	0	1995	2205	2100	56000	53200	58800
TC	Elementalist Staff		2071	2289	57000	63000	Mage		85890	77710	0	0	2071	2289	2180	60000	57000	63000
TC	Elementalist Staff		2147	2373	60800	67200	Mage		90930	82270	0	0	2147	2373	2260	64000	60800	67200
TC	Elementalist Staff		2223	2457	64600	71400	Mage		95970	86830	0	0	2223	2457	2340	68000	64600	71400
TC	Giant Royal Axe		2128	2352	59850	66150	War		89670	81130	0	0	2128	2352	2240	63000	59850	66150
TC	Giant Royal Axe		2213	2447	63650	70350	War		94820	85780	0	0	2213.5	2446.5	2330	67000	63650	70350
TC	Giant Royal Axe		2299	2541	67450	74550	War		99960	90440	0	0	2299	2541	2420	71000	67450	74550
TC	Giant Royal Axe		2384	2636	71250	78750	War		105110	95090	0	0	2384.5	2635.5	2510	75000	71250	78750
TC	Toxic Spellscythe		2128	2352	59850	66150	Mage		89670	81130	0	0	2128	2352	2240	63000	59850	66150
TC	Toxic Spellscythe		2213	2447	63650	70350	Mage		94820	85780	0	0	2213.5	2446.5	2330	67000	63650	70350
TC	Toxic Spellscythe		2299	2541	67450	74550	Mage		99960	90440	0	0	2299	2541	2420	71000	67450	74550
TC	Toxic Spellscythe		2384	2636	71250	78750	Mage		105110	95090	0	0	2384.5	2635.5	2510	75000	71250	78750
TC	Dual Magma Fangs		2232	2468	65550	72450	War		97130	87870	0	0	2232.5	2467.5	2350	69000	65550	72450
TC	Dual Magma Fangs		2375	2625	70300	77700	War		103950	94050	0	0	2375	2625	2500	74000	70300	77700
TC	Dual Magma Fangs		2517	2783	75050	82950	War		110780	100220	0	0	2517.5	2782.5	2650	79000	75050	82950
TC	Dual Magma Fangs		2660	2940	79800	88200	War		117600	106400	0	0	2660	2940	2800	84000	79800	88200
TC	Amethyst Spellscythe		2232	2468	65550	72450	Mage		97130	87870	0	0	2232.5	2467.5	2350	69000	65550	72450
TC	Amethyst Spellscythe		2375	2625	70300	77700	Mage		103950	94050	0	0	2375	2625	2500	74000	70300	77700
TC	Amethyst Spellscythe		2517	2783	75050	82950	Mage		110780	100220	0	0	2517.5	2782.5	2650	79000	75050	82950
TC	Amethyst Spellscythe		2660	2940	79800	88200	Mage		117600	106400	0	0	2660	2940	2800	84000	79800	88200
TC	Dark Ice Blades		2470	2730	73150	80850	War		108150	97850	0	0	2470	2730	2600	77000	73150	80850
TC	Dark Ice Blades		2631	2909	77900	86100	War		115190	104210	0	0	2631.5	2908.5	2770	82000	77900	86100
TC	Dark Ice Blades		2793	3087	82650	91350	War		122220	110580	0	0	2793	3087	2940	87000	82650	91350
TC	Dark Ice Blades		2954	3266	87400	96600	War		129260	116940	0	0	2954.5	3265.5	3110	92000	87400	96600
TC	Dual Arcane Slicers		2470	2730	73150	80850	Mage		108150	97850	0	0	2470	2730	2600	77000	73150	80850
TC	Dual Arcane Slicers		2631	2909	77900	86100	Mage		115190	104210	0	0	2631.5	2908.5	2770	82000	77900	86100
TC	Dual Arcane Slicers		2793	3087	82650	91350	Mage		122220	110580	0	0	2793	3087	2940	87000	82650	91350
TC	Dual Arcane Slicers		2954	3266	87400	96600	Mage		129260	116940	0	0	2954.5	3265.5	3110	92000	87400	96600
TC	Dual Infernal Scimitars		2755	3045	81700	90300	War		120750	109250	0	0	2755	3045	2900	86000	81700	90300
TC	Dual Infernal Scimitars		1976	2184	87400	96600	War		118440	107160	0	0	1976	2184	2080	92000	87400	96600
